Name,Type,Reviews,No_of_Reviews,Menu,Price_Range,Vegan,Vegetarian
Catal Restaurant," American, Mediterranean, Vegetarian Friendly",4.0,982,Check The Website for a Menu,Medium,False,True
Bis on Main," Bar, American, Vegetarian Friendly",4.0,205,Check The Website for a Menu,Pricey,False,True
Uchi," Japanese, Sushi, Asian",4.5,834,Check The Website for a Menu,Pricey,False,False
Rascal's Teriyaki Grill," Japanese, American, Asian",4.5,61,Check The Website for a Menu,Cheap,False,False
Market Broiler," American, Seafood, Vegetarian Friendly",4.0,209,Check The Website for a Menu,Medium,False,True
Kiki's Restaurant & Bar," Mexican, Southwestern, Latin",4.5,386,Check The Website for a Menu,Medium,False,False
The Chicken or the Egg," American, Vegetarian Friendly, Vegan Options",4.5,942,Check The Website for a Menu,Medium,True,True
Bigo's Bar and Grill, Mexican,4.0,19,Check The Website for a Menu,Medium,False,False
Hop Saint Brewing Company," American, Bar, Pub",4.5,59,Check The Website for a Menu,Medium,False,False
Morton's The Steakhouse," American, Gluten Free Options",4.0,157,Check The Website for a Menu,Pricey,False,False
S & D Oyster Co," American, Seafood",4.5,253,Check The Website for a Menu,Medium,False,False
Foodies Brick & Mortar," American, Bar, Vegetarian Friendly",4.5,175,Check The Website for a Menu,Medium,False,True
Bacon & Butter," American, Cafe, Vegetarian Friendly",4.5,238,Check The Website for a Menu,Medium,False,True
Atera," Vegetarian Friendly, Gluten Free Options",4.5,194,Check The Website for a Menu,Pricey,False,True
Dirty Al's Seafood Market  & Cajun Kitchen," American, Seafood, Cajun & Creole",4.0,232,http://dirtyalsseafood.com/menu/,Medium,False,False
Szechuan First," Chinese, Asian, Vegetarian Friendly",4.0,32,Check The Website for a Menu,Medium,False,True
Westside Pizza, Pizza,4.0,46,http://www.westsidepizza.com/menu/pizzas,Medium,False,False
Mua," American, Bar, Contemporary",4.5,273,Check The Website for a Menu,Medium,False,False
HiroNori Craft Ramen," Japanese, Asian, Vegetarian Friendly",5.0,45,Check The Website for a Menu,Medium,False,True
Chengdu 23," Chinese, Asian, Vegetarian Friendly",4.0,113,Check The Website for a Menu,Medium,False,True
Anthony's at Squalicum Harbor," American, Seafood, Vegetarian Friendly",4.0,485,Check The Website for a Menu,Medium,False,True
Power City Eatery," American, Cafe, Deli",4.5,72,http://powercityeatery.com/menu/,Medium,False,False
Bean's & Lager," American, Steakhouse, Bar",5.0,12,Check The Website for a Menu,Medium,False,False
La Costa Grill," Seafood, Mexican, Latin",4.5,37,http://www.lacostagrill.com/assets/menueng19.pdf,Medium,False,False
Cholita Linda," Mexican, Central American, Vegetarian Friendly",4.5,86,http://cholitalinda.com/#menu,Cheap,False,True
Amore Ristorante," Italian, Vegetarian Friendly, Vegan Options",4.5,88,Check The Website for a Menu,Medium,True,True
Carlos Restaurant," Italian, Pizza, Vegetarian Friendly",4.0,123,Check The Website for a Menu,Medium,False,True
Black Angus Steakhouse - Torrance," Steakhouse, American, Gluten Free Options",4.0,197,Check The Website for a Menu,Medium,False,False
Giuliana’s Ristorante," Italian, Vegetarian Friendly, Vegan Options",4.5,274,Check The Website for a Menu,Medium,True,True
Claim Jumper Restaurants," American, Bar, Vegetarian Friendly",4.0,276,Check The Website for a Menu,Medium,False,True
Applebee's," American, Bar, Vegetarian Friendly",3.5,47,http://www.applebees.com/en/menu,Medium,False,True
"Little Sheep Mongolian Hot Pot, Flushing"," Asian, Mongolian, Chinese",4.5,59,Check The Website for a Menu,Medium,False,False
Sterling's Restaurant," American, Vegetarian Friendly, Vegan Options",4.0,74,http://sterlingsfamous.com/files/2019/01/NEW-MENU-2019.pdf,Medium,True,True
Cafe Santorini," Mediterranean, Greek, Vegetarian Friendly",4.5,472,http://cafesantorini.com/wp-content/uploads/2019/01/Cafe_Santorini_dinner_menu.pdf,Medium,False,True
Nick's on 2nd," Steakhouse, Seafood, American",4.5,705,Check The Website for a Menu,Medium,False,False
The Firehouse," American, Vegetarian Friendly, Vegan Options",4.5,808,Check The Website for a Menu,Pricey,True,True
Noodle Wave," Asian, Thai, Vegetarian Friendly",4.5,106,Check The Website for a Menu,Medium,False,True
Watertable," American, Vegetarian Friendly, Vegan Options",4.5,261,Check The Website for a Menu,Pricey,True,True
Champions Sports Bar," Pub, American, Brew Pub",4.0,384,Check The Website for a Menu,Medium,False,False
Angelo's Fairmount Tavern," Italian, Vegetarian Friendly, Vegan Options",4.0,712,Check The Website for a Menu,Medium,True,True
The Farm and Fisherman Tavern & Market," American, Bar, Vegetarian Friendly",4.0,260,http://www.fandftavern.com/dessert-menu,Medium,False,True
Old Man Rafferty's," American, Bar, Vegetarian Friendly",4.0,498,Check The Website for a Menu,Medium,False,True
El Quinto Sol," Mexican, Vegan Options, Vegetarian Friendly",4.5,22,https://www.elquintosolusa.com/menu.html,Medium,True,True
Jackson Hole," Greek, American, Vegetarian Friendly",4.5,167,Check The Website for a Menu,Medium,False,True
Enzo's Of Arthur Avenue," Italian, Vegetarian Friendly, Vegan Options",4.5,370,Check The Website for a Menu,Medium,True,True
Tony's On the Pier," American, Bar, Seafood",4.0,532,Check The Website for a Menu,Medium,False,False
The Pool Bar," Bar, Pub",4.5,25,https://www.thepoolbartwa.com/menus/,Medium,False,False
Iyasare," Japanese, Asian, Vegetarian Friendly",4.5,119,Check The Website for a Menu,Medium,False,True
Pappadeaux Seafood Kitchen," Seafood, Vegetarian Friendly, Gluten Free Options",4.5,224,Check The Website for a Menu,Medium,False,True
Torchy's Tacos," Mexican, Southwestern, Vegetarian Friendly",4.5,172,https://torchystacos.com/menu/,Cheap,False,True
Ranch House BBQ," American, Barbecue",4.0,229,Check The Website for a Menu,Medium,False,False
Bottle & Bull," Bar, Italian, American",4.5,69,http://www.bottle-bull.com#menus,Medium,False,False
Ruby's Diner," American, Diner, Vegetarian Friendly",4.0,892,Check The Website for a Menu,Medium,False,True
Peacock Room Lounge," American, Bar",4.5,215,Check The Website for a Menu,Medium,False,False
Etoile Cuisine et Bar," French, European, Vegetarian Friendly",4.5,324,Check The Website for a Menu,Pricey,False,True
La Brea Bakery Cafe," American, Cafe, Soups",4.0,697,Check The Website for a Menu,Medium,False,False
Piccolo Forno," Italian, Pizza, Mediterranean",4.5,268,Check The Website for a Menu,Medium,False,False
Fogo de Chao Brazilian Steakhouse," Steakhouse, Brazilian, Gluten Free Options",4.5,163,Check The Website for a Menu,Medium,False,False
rise n°3," French, Vegetarian Friendly, Vegan Options",5.0,231,https://risesouffle.com/menu,Medium,True,True
Pizza Antica," Italian, Pizza, Vegetarian Friendly",4.0,322,Check The Website for a Menu,Medium,False,True
Providence," Seafood, Vegetarian Friendly, Gluten Free Options",4.5,783,Check The Website for a Menu,Pricey,False,True
Powerhouse Grill," American, Steakhouse, Seafood",4.0,138,https://www.powerhousegrillyakima.com/menu/,Medium,False,False
Rusty Moose," American, Bar, Vegetarian Friendly",4.0,723,http://www.rustymoosespokane.com,Medium,False,True
Si Bon," American, Belgian, European",4.5,600,https://cdn.website.thryv.com/71605dcc48bc435a97c3c0c4ab2a736e/files/uploaded/Fathers%20Day%20Brunch%20Kids%20Menu%202019.pdf,Medium,False,False
Salt Seafood & Oyster Bar, Seafood,4.5,36,https://saltrestaurantnj.com/wp-content/uploads/2018/09/BarMenuFull.pdf,Medium,False,False
High Societea House," British, Soups",4.5,24,http://www.highsocieteanj.com/tools/lp/tea/highsocietea/5/Menus-High-SocieTea-House,Medium,False,False
Santiagos Gourmet Mexican Restaurant," Mexican, Southwestern",3.5,176,Check The Website for a Menu,Medium,False,False
Lolita's Pizza," Italian, Pizza, Vegetarian Friendly",4.5,30,Check The Website for a Menu,Medium,False,True
Chart House," American, Seafood, Vegetarian Friendly",4.5,521,http://www.chart-house.com/locations/atlantic-city/menus.asp,Pricey,False,True
The Slow Bone," American, Barbecue",4.5,236,Check The Website for a Menu,Medium,False,False
Dirty Oscar's Annex," American, Bar, Pub",4.5,239,http://www.dirtyoscarsannex.com/#menus,Medium,False,False
The Western Door," American, Steakhouse, Gluten Free Options",4.0,287,https://senecaniagaracasino.com/restaurant-menus/,Pricey,False,False
Albarran's Mexican Bar & Grill," Mexican, Vegetarian Friendly, Vegan Options",4.0,116,https://albarrans.com/menu/,Medium,True,True
Old West Cafe," American, Cafe, Vegetarian Friendly",4.5,121,Check The Website for a Menu,Medium,False,True
LongHorn Steakhouse," American, Steakhouse, Gluten Free Options",4.0,180,Check The Website for a Menu,Medium,False,False
Al Basha," Lebanese, Middle Eastern, Halal",4.0,80,https://albashausa.com/our-menu/,Medium,False,False
Dough Zone," Chinese, Asian, Vegetarian Friendly",4.0,49,Check The Website for a Menu,Medium,False,True
Full Moon Pizzeria & Restaurant," Italian, Pizza, Vegetarian Friendly",4.5,239,http://www.fullmoonpizza.com/menu/,Cheap,False,True
Hollywood Cafe," American, Cafe, Vegetarian Friendly",4.5,3775,https://www.hollywoodcafesf.com/menu-1,Medium,False,True
B3 Breakfast and Burger Bar," American, Vegetarian Friendly, Gluten Free Options",4.0,100,http://b3wa.com/#menu-section,Medium,False,True
L'ardoise Bistro," French, European, Vegetarian Friendly",4.5,237,Check The Website for a Menu,Medium,False,True
Mel's Diner," American, Diner",4.0,216,Check The Website for a Menu,Cheap,False,False
Duke's Chowder House Kent Station," Bar, Seafood, Soups",4.0,281,Check The Website for a Menu,Medium,False,False
Jason's Restaurant, American,4.0,74,Check The Website for a Menu,Medium,False,False
Mikonos Restaurant," Mediterranean, Greek, Vegetarian Friendly",4.0,133,Check The Website for a Menu,Medium,False,True
Applebee's," American, Bar",4.0,236,http://www.applebees.com/en/menu,Medium,False,False
Tropea Ristorante Italiano," Italian, Vegetarian Friendly, Vegan Options",4.5,76,Check The Website for a Menu,Medium,True,True
New York Deli Ii," American, Vegetarian Friendly",4.5,40,Check The Website for a Menu,Medium,False,True
Spinasse," Italian, Vegetarian Friendly, Vegan Options",4.5,398,Check The Website for a Menu,Pricey,True,True
Lighthouse Bar & Grill," American, Seafood, Steakhouse",4.0,178,Check The Website for a Menu,Medium,False,False
Grace's," American, Asian, Vegetarian Friendly",4.5,271,Check The Website for a Menu,Medium,False,True
Hecho En Waco," Mexican, Southwestern, Vegetarian Friendly",4.0,151,Check The Website for a Menu,Medium,False,True
Bahama Breeze," Caribbean, Bar, Bahamian",4.0,207,Check The Website for a Menu,Medium,False,False
Cafe Central," American, International, Vegetarian Friendly",4.0,322,Check The Website for a Menu,Pricey,False,True
The Cabin Restaurant," American, Bar, Pub",4.0,161,Check The Website for a Menu,Medium,False,False
Sal's Mexican Restaurant, Mexican,4.0,108,Check The Website for a Menu,Medium,False,False
Broadway Burger Bar," American, Bar, Vegetarian Friendly",4.5,356,Check The Website for a Menu,Medium,False,True
Crafthouse Gastropub," American, Bar, Pub",4.0,137,Check The Website for a Menu,Medium,False,False
Zaytouna Mediterranean Grill," Mediterranean, Middle Eastern, Fast Food",5.0,15,https://www.zaytounagrill.com/cateringmenu,Cheap,False,False
Mustache Bill's Diner," American, Diner, Vegetarian Friendly",4.5,204,Check The Website for a Menu,Cheap,False,True
Frankie's Mexican Cuisine," Mexican, Southwestern, Vegetarian Friendly",4.5,304,http://www.frankiesmexicancuisine.com/menus/dinner,Medium,False,True
Schooner or Later," American, Deli, Vegan Options",4.0,253,Check The Website for a Menu,Medium,True,False
El Tiempo Cantina- Washington," Mexican, Southwestern, Latin",4.5,438,Check The Website for a Menu,Medium,False,False
Los Cucos Mexican Restaurant," Mexican, Southwestern, Latin",4.0,419,Check The Website for a Menu,Medium,False,False
Bocelli," Italian, Vegetarian Friendly",4.5,94,http://bocellirest.com/menus/,Pricey,False,True
O'Hara's Restaurant and Pub," American, Irish, Bar",4.5,1381,Check The Website for a Menu,Medium,False,False
Grimaldi's Pizzeria," Italian, Pizza, Vegetarian Friendly",4.5,112,http://www.grimaldispizzeria.com/menu_type/pizzas/,Medium,False,True
Three Sister's Cafe," American, Vegetarian Friendly",4.0,282,https://senecaniagaracasino.com/restaurant-menus/,Medium,False,True
Empa Mundo," Latin, Argentinean, South American",4.5,125,Check The Website for a Menu,Cheap,False,False
Meze Greek Fusion," Healthy, Bar, Mediterranean",4.5,678,Check The Website for a Menu,Medium,False,False
Barley Swine," American, Vegetarian Friendly, Vegan Options",4.5,287,http://barleyswine.com/#menu,Pricey,True,True
San Carlo Osteria Piemonte," Italian, Mediterranean, Vegetarian Friendly",4.5,695,http://www.sancarlonyc.com/menu/,Medium,False,True
Hatch 44 Cafe," American, Cafe, Vegetarian Friendly",4.5,26,Check The Website for a Menu,Medium,False,True
Andalous Mediterranean Grill," Mediterranean, Greek, Middle Eastern",4.5,246,http://www.andalousgrill.com#sectionMenu,Medium,False,False
Arepa Lady," Latin, Spanish, South American",4.5,32,Check The Website for a Menu,Cheap,False,False
Pacific Grill," American, Bar, Seafood",4.5,937,Check The Website for a Menu,Medium,False,False
Sal y Pimienta Kitchen," Latin, South American, Vegetarian Friendly",4.5,200,http://salypimientakitchen.com/lunchmenu.html,Medium,False,True
Broadway Bagel," American, Cafe, Vegetarian Friendly",4.5,230,Check The Website for a Menu,Cheap,False,True
Auld Dubliner," Irish, Bar, Pub",4.0,241,Check The Website for a Menu,Medium,False,False
Davia," Italian, Vegetarian Friendly",4.0,75,Check The Website for a Menu,Medium,False,True
Blue Plate Oysterette," American, Seafood, Vegetarian Friendly",4.5,987,Check The Website for a Menu,Medium,False,True
Smoke Jazz Club," American, Vegetarian Friendly, Gluten Free Options",4.0,544,Check The Website for a Menu,Medium,False,True
Dashen Ethiopian Cuisine," African, Ethiopian, Vegetarian Friendly",4.5,23,Check The Website for a Menu,Medium,False,True
Max's Bistro & Bar," Steakhouse, American, Vegetarian Friendly",4.5,188,Check The Website for a Menu,Medium,False,True
Napa Rose," American, Vegetarian Friendly, Vegan Options",4.5,990,Check The Website for a Menu,Pricey,True,True
Cross Culture Restaurant," Indian, Vegetarian Friendly, Vegan Options",4.5,136,Check The Website for a Menu,Medium,True,True
The Fish Market - San Jose," Seafood, Gluten Free Options",4.0,192,Check The Website for a Menu,Medium,False,False
Ferraros," Italian, Vegetarian Friendly",4.0,54,https://www.ferrarosfamilyitalian.com/north-location-menu-1,Medium,False,True
Z Counter," Asian, Vegetarian Friendly",4.5,55,Check The Website for a Menu,Cheap,False,True
Aslan Brewing Company," American, Bar, Pub",4.5,284,https://aslanbrewing.com/the-food,Medium,False,False
Ruth's Chris Steak House," American, Steakhouse, Vegetarian Friendly",4.5,513,Check The Website for a Menu,Pricey,False,True
The Capital Grille," American, Steakhouse, Gluten Free Options",4.5,399,Check The Website for a Menu,Pricey,False,False
Harold's New York Deli Restaurant," American, Deli, Vegetarian Friendly",4.5,1021,http://haroldsfamousdeli.com,Medium,False,True
Anthony's Woodfire Grill," American, Bar, Seafood",4.0,302,Check The Website for a Menu,Medium,False,False
Crystal Creek Cafe," American, Cafe, Diner",4.0,254,Check The Website for a Menu,Medium,False,False
Villa Gennaros," Italian, Pizza, Vegetarian Friendly",4.5,65,https://villagennaros.com/take-out-menu/,Medium,False,True
River Rock Restaurant and Marina Bar," American, Bar, Pub",3.5,233,Check The Website for a Menu,Medium,False,False
Egan & Sons," American, Irish, Bar",4.0,186,Check The Website for a Menu,Medium,False,False
Toulouse Petit Kitchen & Lounge," American, Cajun & Creole, Vegetarian Friendly",4.5,1578,Check The Website for a Menu,Medium,False,True
Anthony's Coal Fired Pizza," Pizza, Italian, Bar",4.0,77,https://acfp.com/menu,Medium,False,False
Black Bear Diner," American, Diner, Gluten Free Options",4.0,178,Check The Website for a Menu,Medium,False,False
Trattoria Corso," Italian, Vegetarian Friendly, Vegan Options",4.5,202,Check The Website for a Menu,Medium,True,True
Zinc Bistro and Wine Bar," American, Bar, Wine Bar",4.5,1129,Check The Website for a Menu,Medium,False,False
